"Time1","Time2","Lon.mean","Lon.sd","Lon.50%","Lon.2.5%","Lon.97.5%","Lat.mean","Lat.sd","Lat.50%","Lat.2.5%","Lat.97.5%"
2015-08-07 03:21:02,2015-08-30 03:56:02,12.216169158818,2.69953919183565,12.1789575864895,6.93285178575654,17.5957962946602,51.3697627908457,2.16001995297014,51.3998008251365,46.9058167393124,55.594930107596
2015-08-30 03:56:02,2015-08-30 18:28:53,12.31012519484,4.28204243378026,12.3015669789445,3.43522388829124,20.8365686975617,51.8409582607079,3.36128765061941,51.935195980437,45.2586615451214,58.2592581619108
2015-08-30 18:28:53,2015-08-31 03:56:06,12.3698645395856,3.27509757037154,12.311125864253,5.80448242325814,18.9130313383162,51.7703910704225,3.30241544803805,51.8500557122167,44.9768594202092,58.219738194664
2015-08-31 03:56:06,2015-08-31 18:13:53,13.0300195891214,4.1078546784477,13.0090320570925,4.70847388141582,20.8453661584099,50.6965093837816,3.88610831027331,50.6285806572738,43.0002699711226,58.1364474647541
2015-08-31 18:13:53,2015-09-01 04:10:49,12.5926057697474,3.26807851812957,12.5555117344607,6.04240224996082,18.9309047465311,49.2688286653219,3.76027658922194,49.2980240880856,41.9929120059857,56.612824363483
2015-09-01 04:10:49,2015-09-01 17:58:53,13.3694881064865,3.75775147309767,13.2825772544986,6.20688888578946,21.1334110367247,48.1006297669169,3.92411949569138,48.2770155601005,39.9667780206035,55.5824022322121
2015-09-01 17:58:53,2015-09-02 04:11:06,13.6609669085274,3.21882650288641,13.6256022418258,7.07791697531772,19.9769292470254,47.1354574694672,3.77334979377885,47.1695770318367,39.7187902212609,54.4638866900143
2015-09-02 04:11:06,2015-09-02 17:53:53,13.1002861953043,3.96818006815306,13.0683341842116,5.41812352201814,21.297821076219,46.0895405340198,4.03268334550184,45.9425780274342,38.7781273017871,54.2751877329657
2015-09-02 17:53:53,2015-09-03 04:36:02,11.057395366764,3.77191018618125,11.0055128048307,3.97414614264681,18.3969912550471,45.2097828884652,4.32345321639455,45.1365406723735,36.3462995801797,53.8045616108622
2015-09-03 04:36:02,2015-09-03 18:13:53,9.55602504766351,3.61601771803103,9.40985700725309,2.74016925810158,17.102227375781,45.3715402172698,4.2309484017654,45.2613931977152,37.2537490412296,53.3610401428961
2015-09-03 18:13:53,2015-09-04 04:31:06,9.32537871494484,3.04573868952635,9.31178217204066,3.40987720186817,15.2834072614993,45.9594227892397,4.03328097010426,46.0937493234715,38.1081405063852,53.528277641151
2015-09-04 04:31:06,2015-09-04 18:13:53,8.86344108491546,3.54598825454125,8.9626372847943,1.96941996322268,15.7660388271172,46.2922548013991,4.20073411642455,46.4686017473559,37.6602448932469,54.3330058060371
2015-09-04 18:13:53,2015-09-05 04:36:06,8.70136721894355,3.25342402173575,8.8495636809274,1.78720202747836,14.9798342297341,46.2868189538657,4.37350198135755,46.3908058917636,37.3352196269872,54.7045690435094
2015-09-05 04:36:06,2015-09-05 18:03:53,9.5760890804717,3.76305935780695,9.58260638800897,1.50915678987959,16.9496944542124,46.5465702599258,4.34042354551586,46.5016222076722,37.8248402552156,55.0562309062105
2015-09-05 18:03:53,2015-09-06 04:31:06,9.70589698886853,3.31421133952716,9.60660416916313,3.20856235707093,16.2549257490489,47.0794923588907,4.13768454079828,47.1563589221855,38.875909426949,54.9849481995586
2015-09-06 04:31:06,2015-09-06 18:18:57,8.66288346003899,3.76085809711991,8.64431938677574,1.3356259464796,16.1236899148614,48.136510111135,4.3898677332568,48.3275316630365,39.4640652823612,56.5433782487981
2015-09-06 18:18:57,2015-09-07 04:36:02,7.81583019178452,3.20066605262068,7.77310696692891,1.37882778473935,14.0680898648437,48.6283484340721,4.36006416860046,48.9029040827044,39.5367002441116,56.6624890546465
2015-09-07 04:36:02,2015-09-07 18:23:57,6.76804627896749,3.77975433081337,6.72933003748439,-0.524106493175317,14.2171423253028,48.2555174042685,4.75767659885249,48.391019856154,38.4317726775372,56.9514565476184
2015-09-07 18:23:57,2015-09-08 04:46:02,5.88820264021701,3.10937846927292,5.87173575410912,-0.105023687764786,11.9122470280123,47.2556282502026,4.92379184781001,47.5115371515221,37.036554679094,56.4258676437347
2015-09-08 04:46:02,2015-09-08 18:14:03,5.5320081057487,3.78106766641525,5.63700760674188,-2.12272755355272,12.7379322141327,45.6823790375727,5.31591736252488,46.0160722812201,35.095159037176,55.760836995168
2015-09-08 18:14:03,2015-09-09 05:15:50,3.91066126241715,3.49341205138792,3.77891102902927,-2.56768120406107,11.3050797024898,43.8648062706589,5.34108954365313,44.1664207790816,33.1894781839733,53.5926140139348
2015-09-09 05:15:50,2015-09-09 18:19:06,3.18666320259074,3.42978355328744,3.15754390894558,-3.60188461440258,9.78230736561582,42.6278667630976,5.42147866719956,42.9436531017933,31.6835267434864,51.9831014795486
2015-09-09 18:19:06,2015-09-10 05:06:06,3.99310004978031,3.34548249080977,3.99717807356221,-2.57789010844336,10.5780661101675,41.8425824140247,5.24637024720093,41.992018388105,31.4047006014381,51.1972206337368
2015-09-10 05:06:06,2015-09-10 18:14:03,4.10866895778131,3.3574762342971,4.07818764464064,-2.7603497113742,10.7702692208418,41.207622557287,5.15794340763205,41.338599811669,30.3860159971508,50.7893147213689
2015-09-10 18:14:03,2015-09-11 05:05:49,4.52614239138376,2.88886400283319,4.54352589384028,-1.16200756799717,10.1708643731948,40.3820343599647,4.9452776949888,40.6020858390573,30.5083520852719,49.1522627053232
